"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2013","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","32.37"
"2013","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","31.69"
"2013","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","6.75"
"2013","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","169.52"
"2013","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.6"
"2013","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","46.9"
"2013","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","13.61"
"2013","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","124.84"
"2013","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","18.13"
"2013","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","60.64"
"2013","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.3"
"2013","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","284.7"
"2013","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","30.94"
"2013","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","116.97"
"2013","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","36.69"
"2013","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","275.02"
"2013","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","52.87"
"2013","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.5"
"2013","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.68"
"2013","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","80.79"
"2013","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.31"
"2013","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","72.5"
"2013","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","21.68"
"2013","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","270.92"
"2013","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","31.67"
"2013","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","119.8"
"2013","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","18.33"
"2013","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","281.8"
"2013","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","32.29"
"2013","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","129.82"
"2013","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","57.75"
"2013","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","295.29"
"2013","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","67.54"
"2013","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","29.02"
"2013","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.04"
"2013","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","171.94"
"2013","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","13.92"
"2013","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","119.76"
"2013","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","43.48"
"2013","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","346.33"
"2013","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","60.83"
"2013","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","5.56"
"2013","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","2.42"
"2013","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","90.8"
"2013","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","13.65"
"2013","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","28.73"
"2013","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","10.99"
"2013","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","176.65"
"2013","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","32.47"
"2013","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","13.66"
"2013","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.85"
"2013","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","87.25"
"2013","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","10.4"
"2013","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","23.6"
"2013","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","11.09"
"2013","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","166.25"
"2013","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","33.42"
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","37.52"
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","18.27"
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","226.87"
"2013","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","31.69"
"2013","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2013","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2013","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","434.72"
"2013","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","127.63"
"2013","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","26.34"
"2013","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.17"
"2013","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","61.84"
"2013","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","10.48"
"2013","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","40.65"
"2013","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","19.37"
"2013","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","156.55"
